time,ax,ay,az
331.559,856.0,86.0,-418.0
331.683,624.0,80.0,-690.0
331.807,317.0,61.0,-868.0
331.931,96.0,1.0,-977.0
332.055,-22.0,-18.0,-1021.0
332.459,26.0,-41.0,-1010.0
332.583,148.0,-34.0,-956.0
332.707,369.0,-28.0,-853.0
332.831,644.0,-5.0,-678.0
332.955,844.0,26.0,-397.0
333.079,948.0,29.0,-137.0
333.343,974.0,14.0,12.0
333.467,966.0,5.0,-101.0
333.591,910.0,-4.0,-302.0
333.715,732.0,-22.0,-558.0
333.839,478.0,-56.0,-788.0
333.963,204.0,-72.0,-944.0
334.09,65.0,-85.0,-1008.0
334.776,-18.0,5.0,-1036.0
334.899,122.0,32.0,-1010.0
335.023,360.0,25.0,-925.0
335.147,646.0,24.0,-732.0
335.271,861.0,45.0,-472.0
335.395,949.0,89.0,-236.0
335.52,974.0,98.0,-172.0
335.643,905.0,70.0,-304.0
335.767,774.0,48.0,-556.0
335.891,560.0,-1.0,-798.0
336.015,292.0,-2.0,-941.0
336.139,88.0,-20.0,-1014.0
336.823,64.0,24.0,-1028.0
336.947,249.0,46.0,-980.0
337.071,498.0,50.0,-837.0
337.195,717.0,46.0,-658.0
337.319,846.0,50.0,-448.0
337.443,917.0,77.0,-269.0
337.567,938.0,96.0,-200.0
337.691,900.0,76.0,-290.0
337.815,793.0,18.0,-490.0
337.939,586.0,-20.0,-736.0
338.063,334.0,-17.0,-912.0
338.187,104.0,-9.0,-1020.0
339.015,70.0,-5.0,-1021.0
339.139,266.0,-28.0,-912.0
339.263,573.0,-49.0,-754.0
339.387,797.0,-36.0,-532.0
339.511,934.0,6.0,-313.0
339.775,938.0,13.0,-214.0
339.899,814.0,-44.0,-422.0
340.023,552.0,-77.0,-696.0
340.147,246.0,-72.0,-892.0
340.271,28.0,-68.0,-978.0
340.395,-73.0,-97.0,-1002.0
340.799,-72.0,-61.0,-1021.0
340.923,12.0,-69.0,-1057.0
341.047,137.0,-58.0,-1034.0
341.172,325.0,-52.0,-962.0
341.295,544.0,-5.0,-772.0
341.419,756.0,4.0,-528.0
341.543,906.0,2.0,-316.0
341.667,960.0,0.0,-177.0
341.791,957.0,-20.0,-198.0
341.915,905.0,-25.0,-328.0
342.039,762.0,-30.0,-564.0
342.163,530.0,-6.0,-788.0
342.287,248.0,8.0,-938.0
342.414,28.0,13.0,-1002.0
343.099,-65.0,-41.0,-1024.0
343.223,98.0,-89.0,-1006.0
343.347,354.0,-92.0,-909.0
343.471,665.0,-78.0,-728.0
343.595,857.0,-13.0,-470.0
343.719,966.0,25.0,-270.0
343.983,916.0,73.0,-292.0
344.107,765.0,20.0,-493.0
344.231,540.0,-21.0,-738.0
344.355,281.0,-70.0,-901.0
344.479,62.0,-60.0,-998.0
345.163,-32.0,-58.0,-1014.0
345.287,89.0,-74.0,-985.0
345.411,280.0,-57.0,-930.0
345.535,517.0,-20.0,-800.0
345.659,730.0,53.0,-578.0
345.783,893.0,84.0,-273.0
345.907,976.0,90.0,-70.0
346.031,994.0,81.0,-33.0
346.155,941.0,106.0,-230.0
346.279,812.0,104.0,-478.0
346.403,584.0,92.0,-745.0
346.527,296.0,44.0,-898.0
346.655,48.0,4.0,-1001.0
347.339,-62.0,-52.0,-1029.0
347.463,77.0,-32.0,-1009.0
347.587,318.0,2.0,-924.0
347.711,594.0,29.0,-724.0
347.835,804.0,46.0,-429.0
347.959,934.0,48.0,-109.0
348.083,969.0,58.0,84.0
348.207,985.0,54.0,133.0
348.331,945.0,49.0,-61.0
348.455,824.0,28.0,-362.0
348.579,574.0,16.0,-686.0
348.703,240.0,32.0,-888.0
348.827,10.0,28.0,-989.0
349.355,-38.0,40.0,-1021.0
349.479,85.0,81.0,-997.0
349.603,292.0,145.0,-933.0
349.727,601.0,138.0,-745.0
349.851,836.0,150.0,-500.0
349.975,961.0,110.0,-282.0
350.099,944.0,110.0,-254.0
350.223,862.0,114.0,-382.0
350.347,674.0,130.0,-618.0
350.471,410.0,141.0,-818.0
350.595,124.0,110.0,-948.0
350.722,-62.0,86.0,-1012.0
351.267,-45.0,24.0,-1010.0
351.391,113.0,0.0,-986.0
351.515,353.0,-25.0,-898.0
351.639,613.0,-16.0,-698.0
351.763,826.0,-2.0,-436.0
351.887,936.0,-1.0,-257.0
352.011,949.0,-37.0,-258.0
352.135,870.0,-53.0,-422.0
352.259,680.0,-77.0,-637.0
352.383,402.0,-70.0,-837.0
352.507,93.0,-60.0,-954.0
353.191,32.0,-62.0,-1012.0
353.315,258.0,-73.0,-976.0
353.439,548.0,-93.0,-792.0
353.563,797.0,-72.0,-478.0
353.687,940.0,-26.0,-117.0
353.951,958.0,-6.0,-74.0
354.075,805.0,-33.0,-393.0
354.199,520.0,-37.0,-720.0
354.323,189.0,-46.0,-926.0
354.447,-14.0,-68.0,-1016.0
354.994,2.0,-93.0,-1028.0
355.119,182.0,-106.0,-977.0
355.243,465.0,-136.0,-888.0
355.367,745.0,-88.0,-626.0
355.491,933.0,-28.0,-266.0
355.615,1016.0,12.0,24.0
355.739,1008.0,10.0,66.0
355.863,932.0,-10.0,-177.0
355.987,733.0,-10.0,-509.0
356.111,422.0,-2.0,-813.0
356.235,118.0,5.0,-981.0
356.359,-32.0,-20.0,-1045.0
356.763,-42.0,-5.0,-1028.0
356.887,1.0,9.0,-1037.0
357.011,161.0,24.0,-993.0
357.135,406.0,-8.0,-892.0
357.259,650.0,-34.0,-669.0
357.383,840.0,-37.0,-416.0
357.507,945.0,-13.0,-202.0
357.771,948.0,60.0,-208.0
357.895,784.0,34.0,-449.0
358.019,492.0,5.0,-730.0
358.143,156.0,-53.0,-932.0
358.267,-58.0,-62.0,-1017.0
358.951,26.0,-70.0,-1009.0
359.075,225.0,-38.0,-957.0
359.203,502.0,-5.0,-774.0
359.327,752.0,17.0,-506.0
359.451,916.0,25.0,-224.0
359.575,982.0,56.0,-106.0
359.699,998.0,76.0,-157.0
359.823,898.0,88.0,-362.0
359.947,660.0,36.0,-618.0
360.071,302.0,-14.0,-856.0
360.194,-10.0,-57.0,-989.0
360.443,-133.0,-100.0,-1030.0
360.707,-68.0,-117.0,-1001.0
360.831,-57.0,-70.0,-1008.0
361.095,22.0,-26.0,-1032.0
361.219,180.0,-12.0,-968.0
361.343,430.0,9.0,-778.0
361.467,700.0,40.0,-482.0
361.591,897.0,26.0,-216.0
361.714,982.0,30.0,-122.0
361.839,976.0,57.0,-205.0
361.963,857.0,57.0,-413.0
362.086,672.0,29.0,-654.0
362.211,374.0,-42.0,-856.0
362.335,128.0,-70.0,-968.0
362.458,-38.0,-86.0,-1017.0
362.723,-78.0,-45.0,-1030.0
362.987,-1.0,36.0,-1026.0
363.114,134.0,70.0,-990.0
363.239,346.0,126.0,-849.0
363.363,653.0,133.0,-641.0
363.487,856.0,124.0,-418.0
363.611,950.0,124.0,-309.0
363.735,881.0,113.0,-369.0
363.859,738.0,110.0,-568.0
363.983,488.0,74.0,-765.0
364.107,173.0,85.0,-906.0
364.231,-54.0,60.0,-969.0
365.055,77.0,0.0,-988.0
365.179,308.0,49.0,-872.0
365.302,614.0,86.0,-682.0
365.426,837.0,81.0,-460.0
365.551,952.0,50.0,-292.0
365.674,973.0,28.0,-225.0
365.799,906.0,30.0,-366.0
365.925,681.0,25.0,-590.0
366.047,333.0,4.0,-832.0
366.171,33.0,-13.0,-965.0
366.715,-64.0,-42.0,-1034.0
366.839,-45.0,-34.0,-1025.0
366.963,62.0,-40.0,-996.0
367.086,289.0,-9.0,-908.0
367.211,568.0,4.0,-730.0
367.338,797.0,6.0,-484.0
367.463,928.0,-13.0,-293.0
367.727,948.0,-29.0,-333.0
367.851,804.0,-13.0,-546.0
367.975,560.0,-26.0,-781.0
368.098,217.0,-36.0,-949.0
368.222,-25.0,-53.0,-1012.0
369.046,18.0,-21.0,-1029.0
369.17,196.0,-4.0,-940.0
369.294,446.0,-5.0,-760.0
369.419,712.0,45.0,-476.0
369.542,874.0,53.0,-241.0
369.667,980.0,78.0,-165.0
369.79,946.0,76.0,-258.0
369.915,789.0,57.0,-536.0
370.038,489.0,49.0,-782.0
370.162,180.0,5.0,-977.0
370.286,-8.0,-20.0,-1030.0
371.11,97.0,-80.0,-984.0
371.235,340.0,-70.0,-888.0
371.359,589.0,-26.0,-656.0
371.483,812.0,-20.0,-413.0
371.609,920.0,1.0,-241.0
371.734,948.0,-1.0,-284.0
371.859,845.0,0.0,-469.0
371.982,568.0,-45.0,-706.0
372.107,234.0,-85.0,-898.0
372.231,-12.0,-124.0,-1006.0
372.355,-110.0,-126.0,-1030.0
372.619,-74.0,-92.0,-1022.0
373.022,58.0,-52.0,-1009.0
373.146,274.0,-16.0,-928.0
373.271,572.0,34.0,-704.0
373.395,813.0,80.0,-420.0
373.519,958.0,92.0,-185.0
373.642,981.0,69.0,-172.0
373.766,894.0,46.0,-357.0
373.891,665.0,24.0,-617.0
374.015,348.0,0.0,-852.0
374.138,53.0,-42.0,-972.0
374.962,-49.0,-44.0,-1040.0
375.086,25.0,-62.0,-1038.0
375.211,246.0,-117.0,-950.0
375.335,521.0,-122.0,-757.0
375.459,796.0,-74.0,-482.0
375.582,925.0,12.0,-258.0
375.706,957.0,42.0,-241.0
375.834,861.0,17.0,-412.0
375.958,641.0,1.0,-670.0
376.082,322.0,-38.0,-873.0
376.206,53.0,-42.0,-976.0
376.331,-88.0,-61.0,-1004.0
376.455,-132.0,-46.0,-1020.0
376.578,-114.0,-57.0,-1029.0
376.702,-82.0,-61.0,-1036.0
377.246,53.0,-24.0,-1036.0
377.371,218.0,-40.0,-988.0
377.495,489.0,-42.0,-826.0
377.618,729.0,-28.0,-533.0
377.743,906.0,-12.0,-253.0
377.867,985.0,-9.0,-97.0
377.991,990.0,-42.0,-170.0
378.114,865.0,-52.0,-389.0
378.238,620.0,-24.0,-656.0
378.363,273.0,-45.0,-914.0
378.487,25.0,-74.0,-1029.0
378.61,-109.0,-132.0,-1064.0
379.154,-60.0,-65.0,-1021.0
379.278,53.0,-9.0,-989.0
379.402,273.0,44.0,-908.0
379.526,548.0,89.0,-701.0
379.65,768.0,138.0,-457.0
379.777,914.0,168.0,-250.0
379.902,968.0,169.0,-257.0
380.027,890.0,129.0,-432.0
380.15,674.0,114.0,-666.0
380.275,381.0,74.0,-869.0
380.398,76.0,56.0,-966.0
381.222,-29.0,-5.0,-1009.0
381.346,150.0,-41.0,-1006.0
381.471,414.0,-12.0,-858.0
381.594,710.0,25.0,-598.0
381.718,898.0,86.0,-304.0
381.842,944.0,104.0,-238.0
381.966,694.0,46.0,-476.0
382.09,412.0,2.0,-742.0
382.214,106.0,-62.0,-958.0
382.338,24.0,-68.0,-996.0
382.882,-42.0,-81.0,-1028.0
383.006,98.0,-60.0,-1020.0
383.13,360.0,-30.0,-920.0
383.254,670.0,-1.0,-669.0
383.378,897.0,52.0,-340.0
383.642,968.0,70.0,-208.0
383.766,825.0,24.0,-460.0
383.89,568.0,-66.0,-736.0
384.018,258.0,-94.0,-905.0
384.142,24.0,-142.0,-988.0
384.266,-66.0,-148.0,-1004.0
384.53,-34.0,-158.0,-1021.0
384.794,-1.0,-125.0,-1010.0
384.918,170.0,-105.0,-946.0
385.042,493.0,-76.0,-820.0
385.166,760.0,-20.0,-621.0
385.29,936.0,17.0,-434.0
385.554,884.0,48.0,-440.0
385.678,742.0,22.0,-614.0
385.803,526.0,-12.0,-814.0
385.926,237.0,-30.0,-942.0
386.05,61.0,-32.0,-1012.0
386.594,-16.0,-36.0,-1010.0
386.718,177.0,-45.0,-974.0
386.846,466.0,-90.0,-834.0
386.97,744.0,-76.0,-600.0
387.094,906.0,-45.0,-337.0
387.358,926.0,33.0,-281.0
387.484,804.0,20.0,-526.0
387.606,513.0,4.0,-760.0
387.731,150.0,-41.0,-922.0
387.854,-113.0,-76.0,-982.0
387.978,-192.0,-102.0,-1022.0
388.506,-41.0,-40.0,-1017.0
388.63,41.0,-2.0,-1008.0
388.754,249.0,57.0,-932.0
388.878,518.0,122.0,-785.0
389.002,768.0,154.0,-568.0
389.127,894.0,161.0,-394.0
389.25,909.0,173.0,-362.0
389.374,818.0,149.0,-514.0
389.498,616.0,134.0,-709.0
389.622,364.0,88.0,-880.0
389.746,145.0,78.0,-972.0
389.87,25.0,60.0,-1025.0
390.554,81.0,-22.0,-994.0
390.678,265.0,-33.0,-916.0
390.802,500.0,-26.0,-766.0
390.926,706.0,-9.0,-590.0
391.05,865.0,5.0,-422.0
391.174,937.0,-5.0,-364.0
391.298,873.0,-28.0,-466.0
391.422,702.0,-48.0,-657.0
391.546,477.0,-42.0,-836.0
391.671,248.0,-2.0,-937.0
391.794,76.0,13.0,-1002.0
392.058,-74.0,-32.0,-1064.0
392.182,-70.0,-82.0,-1053.0
392.45,-53.0,-69.0,-1026.0
392.574,-34.0,-36.0,-1038.0
392.699,93.0,-25.0,-1045.0
392.822,258.0,-20.0,-962.0
392.946,482.0,1.0,-785.0
393.07,712.0,18.0,-552.0
393.194,873.0,12.0,-372.0
393.318,985.0,6.0,-276.0
393.442,941.0,-4.0,-334.0
393.566,848.0,-20.0,-518.0
393.69,616.0,-42.0,-724.0
393.814,352.0,-58.0,-878.0
393.938,88.0,-65.0,-965.0
394.063,-44.0,-81.0,-1025.0
394.886,-12.0,-40.0,-1038.0
395.011,125.0,-25.0,-981.0
395.134,360.0,-32.0,-854.0
395.258,616.0,-42.0,-632.0
395.382,862.0,-60.0,-404.0
395.506,958.0,-42.0,-241.0
395.63,976.0,-29.0,-249.0
395.754,850.0,-50.0,-414.0
395.878,624.0,-96.0,-648.0
396.002,290.0,-108.0,-849.0
396.126,37.0,-112.0,-973.0
396.794,-40.0,-82.0,-1025.0
396.918,64.0,-73.0,-994.0
397.042,277.0,-57.0,-918.0
397.166,546.0,-22.0,-750.0
397.29,774.0,-9.0,-492.0
397.554,748.0,-18.0,-317.0
397.678,696.0,8.0,-486.0
397.802,594.0,30.0,-661.0
397.926,505.0,48.0,-812.0
398.05,229.0,34.0,-926.0
398.174,20.0,12.0,-996.0
398.998,5.0,-24.0,-1024.0
399.122,129.0,-41.0,-1014.0
399.246,342.0,-61.0,-945.0
399.37,578.0,-46.0,-776.0
399.494,774.0,-16.0,-505.0
399.618,900.0,20.0,-254.0
399.742,969.0,26.0,-94.0
399.866,988.0,40.0,-70.0
399.99,973.0,44.0,-150.0
400.115,865.0,40.0,-370.0
400.238,644.0,2.0,-633.0
400.362,329.0,-30.0,-862.0
400.486,62.0,-60.0,-976.0
401.315,-58.0,-40.0,-1018.0
401.438,66.0,-17.0,-1028.0
401.562,280.0,45.0,-970.0
401.686,549.0,76.0,-792.0
401.81,784.0,104.0,-486.0
401.934,930.0,74.0,-229.0
402.058,986.0,60.0,-166.0
402.182,962.0,60.0,-284.0
402.306,861.0,70.0,-486.0
402.43,657.0,45.0,-685.0
402.554,348.0,9.0,-872.0
402.678,117.0,-20.0,-988.0
403.362,-10.0,32.0,-1008.0
403.486,149.0,49.0,-969.0
403.61,433.0,10.0,-933.0
403.734,690.0,-14.0,-789.0
403.858,864.0,-17.0,-586.0
403.982,918.0,24.0,-372.0
404.106,933.0,29.0,-325.0
404.23,896.0,50.0,-432.0
404.354,790.0,40.0,-561.0
404.478,617.0,21.0,-726.0
404.602,378.0,-25.0,-850.0
404.728,158.0,-14.0,-965.0
405.15,-36.0,-12.0,-1025.0
405.414,-50.0,-17.0,-1037.0
405.539,5.0,-10.0,-1038.0
405.662,170.0,0.0,-988.0
405.786,406.0,-2.0,-837.0
405.91,717.0,16.0,-577.0
406.034,910.0,61.0,-306.0
406.158,976.0,124.0,-144.0
406.282,954.0,168.0,-137.0
406.406,893.0,164.0,-266.0
406.53,778.0,113.0,-502.0
406.654,512.0,44.0,-741.0
406.778,148.0,-5.0,-886.0
406.902,-132.0,-41.0,-988.0
407.166,-241.0,-48.0,-1033.0
407.29,-192.0,-45.0,-1004.0
407.554,-77.0,-48.0,-992.0
407.678,112.0,-22.0,-958.0
407.802,424.0,-4.0,-810.0
407.926,724.0,-22.0,-600.0
408.05,909.0,-33.0,-344.0
408.298,962.0,-8.0,-209.0
408.422,904.0,-12.0,-344.0
408.546,765.0,-22.0,-554.0
408.67,510.0,-38.0,-778.0
408.797,221.0,-38.0,-914.0
408.922,-8.0,-50.0,-997.0
409.186,-125.0,-41.0,-1025.0
409.45,-38.0,-61.0,-1036.0
409.574,74.0,-57.0,-1018.0
409.698,322.0,-54.0,-809.0
409.822,594.0,-14.0,-598.0
409.946,840.0,-10.0,-330.0
410.07,941.0,18.0,-214.0
410.334,969.0,38.0,-113.0
410.458,945.0,33.0,-238.0
410.582,824.0,21.0,-464.0
410.706,570.0,22.0,-725.0
410.831,264.0,16.0,-924.0
410.954,32.0,6.0,-1017.0
411.078,-89.0,-14.0,-1025.0
411.763,-53.0,-25.0,-1016.0
411.886,78.0,-9.0,-997.0
412.01,324.0,-14.0,-920.0
412.134,626.0,2.0,-692.0
412.258,858.0,5.0,-394.0
412.382,969.0,32.0,-130.0
412.506,960.0,65.0,-138.0
412.63,896.0,65.0,-289.0
412.754,737.0,69.0,-566.0
412.881,526.0,5.0,-768.0
413.006,230.0,-8.0,-920.0
413.13,10.0,-33.0,-998.0
414.094,-5.0,-2.0,-1029.0
414.219,94.0,14.0,-1013.0
414.342,234.0,30.0,-988.0
414.466,406.0,38.0,-916.0
414.59,592.0,50.0,-777.0
414.714,766.0,40.0,-596.0
414.838,876.0,40.0,-434.0
415.102,914.0,25.0,-358.0
415.226,828.0,33.0,-454.0
415.351,606.0,54.0,-657.0
415.474,297.0,45.0,-853.0
415.598,44.0,-5.0,-978.0
415.722,-76.0,-68.0,-1012.0
416.546,-6.0,-73.0,-1073.0
416.671,118.0,-76.0,-1054.0
416.794,332.0,-40.0,-950.0
416.918,588.0,2.0,-724.0
417.042,806.0,34.0,-492.0
417.166,954.0,25.0,-294.0
417.434,984.0,25.0,-222.0
417.558,886.0,53.0,-385.0
417.682,689.0,36.0,-626.0
417.806,393.0,17.0,-844.0
417.93,108.0,-30.0,-992.0
418.754,-41.0,-18.0,-1028.0
418.878,50.0,-14.0,-1014.0
419.002,264.0,-14.0,-952.0
419.126,549.0,-16.0,-792.0
419.25,788.0,0.0,-538.0
419.374,922.0,13.0,-302.0
419.638,964.0,40.0,-149.0
419.762,940.0,41.0,-240.0
419.886,836.0,44.0,-430.0
420.01,644.0,29.0,-664.0
420.134,374.0,5.0,-858.0
420.258,108.0,-1.0,-968.0
421.222,5.0,-18.0,-1012.0
421.346,241.0,-30.0,-932.0
421.47,546.0,-33.0,-745.0
421.594,804.0,1.0,-460.0
421.722,953.0,22.0,-156.0
421.846,993.0,32.0,14.0
421.97,989.0,40.0,50.0
422.094,970.0,37.0,-42.0
422.218,918.0,42.0,-212.0
422.342,744.0,34.0,-484.0
422.466,464.0,30.0,-753.0
422.59,118.0,21.0,-950.0
422.714,-77.0,8.0,-1012.0
423.258,-69.0,-36.0,-1038.0
423.382,-36.0,-80.0,-1030.0
423.646,138.0,-146.0,-976.0
423.77,384.0,-138.0,-846.0
423.894,672.0,-88.0,-581.0
424.018,885.0,-57.0,-298.0
424.142,966.0,-28.0,-156.0
424.266,977.0,-37.0,-229.0
424.39,850.0,-56.0,-434.0
424.514,634.0,-78.0,-692.0
424.638,324.0,-82.0,-892.0
424.762,108.0,-69.0,-1014.0
424.886,-37.0,-52.0,-1020.0
425.43,-109.0,-18.0,-1024.0
425.554,-44.0,33.0,-992.0
425.678,154.0,57.0,-962.0
425.806,384.0,61.0,-862.0
425.93,648.0,17.0,-708.0
426.054,813.0,17.0,-488.0
426.178,937.0,30.0,-306.0
426.442,945.0,61.0,-262.0
426.566,873.0,60.0,-413.0
426.69,708.0,46.0,-613.0
426.814,416.0,33.0,-820.0
426.938,146.0,10.0,-954.0
427.622,48.0,8.0,-1005.0
427.746,232.0,16.0,-926.0
427.87,505.0,14.0,-789.0
427.994,758.0,2.0,-580.0
428.118,921.0,17.0,-372.0
428.366,948.0,77.0,-332.0
428.49,772.0,69.0,-540.0
428.614,492.0,36.0,-800.0
428.738,161.0,22.0,-956.0
429.702,14.0,-18.0,-1022.0
429.826,136.0,-28.0,-1005.0
429.95,357.0,-24.0,-906.0
430.074,622.0,-5.0,-708.0
430.202,826.0,22.0,-421.0
430.326,937.0,38.0,-186.0
430.45,958.0,32.0,-126.0
430.574,894.0,9.0,-278.0
430.699,733.0,-8.0,-540.0
430.822,465.0,-8.0,-732.0
430.946,204.0,-38.0,-873.0
431.07,34.0,-65.0,-944.0
431.754,-1.0,-40.0,-1029.0
431.878,189.0,14.0,-934.0
432.002,456.0,50.0,-804.0
432.126,722.0,45.0,-606.0
432.25,868.0,25.0,-432.0
432.514,928.0,16.0,-321.0
432.638,836.0,34.0,-470.0
432.762,646.0,22.0,-686.0
432.886,446.0,-21.0,-877.0
433.01,156.0,-76.0,-984.0
433.138,-21.0,-92.0,-1018.0
433.262,-134.0,-45.0,-1026.0
433.806,-4.0,-13.0,-1032.0
433.93,104.0,20.0,-1050.0
434.054,361.0,37.0,-944.0
434.178,648.0,74.0,-696.0
434.305,880.0,54.0,-356.0
434.43,964.0,49.0,-108.0
434.554,976.0,38.0,-64.0
434.682,950.0,21.0,-204.0
434.806,820.0,16.0,-469.0
434.93,589.0,41.0,-688.0
435.054,285.0,60.0,-870.0
435.178,74.0,60.0,-957.0
435.722,18.0,-16.0,-1026.0
435.846,158.0,-52.0,-1069.0
435.97,370.0,-44.0,-952.0
436.094,580.0,-4.0,-812.0
436.218,750.0,68.0,-566.0
436.342,852.0,96.0,-420.0
436.606,930.0,74.0,-289.0
436.73,884.0,32.0,-410.0
436.854,742.0,29.0,-616.0
436.978,514.0,-5.0,-837.0
437.102,244.0,-6.0,-978.0
437.226,61.0,-60.0,-1018.0
437.91,-16.0,-1.0,-1034.0
438.033,134.0,-22.0,-998.0
438.158,377.0,-10.0,-876.0
438.282,658.0,-24.0,-690.0
438.405,857.0,2.0,-441.0
438.534,950.0,12.0,-240.0
438.798,973.0,13.0,-192.0
438.922,898.0,-2.0,-344.0
439.046,712.0,0.0,-588.0
439.17,386.0,14.0,-805.0
439.294,68.0,20.0,-972.0
439.557,-121.0,-9.0,-1036.0
440.102,25.0,-57.0,-1050.0
440.226,192.0,-66.0,-1006.0
440.35,441.0,-65.0,-882.0
440.474,700.0,-42.0,-637.0
440.598,882.0,-32.0,-412.0
440.861,945.0,-38.0,-337.0
440.986,820.0,-42.0,-500.0
441.109,608.0,-62.0,-710.0
441.233,306.0,-98.0,-868.0
441.358,26.0,-137.0,-974.0
441.621,-133.0,-174.0,-1066.0
442.166,2.0,-120.0,-1010.0
442.29,162.0,-117.0,-966.0
442.414,410.0,-97.0,-837.0
442.539,696.0,-61.0,-610.0
442.662,877.0,-26.0,-393.0
442.929,934.0,2.0,-346.0
443.054,829.0,-13.0,-505.0
443.177,616.0,-29.0,-716.0
443.301,306.0,-57.0,-888.0
443.426,32.0,-68.0,-997.0
444.249,-52.0,-49.0,-1040.0
444.373,65.0,-32.0,-1026.0
444.498,254.0,-24.0,-974.0
444.622,510.0,-17.0,-818.0
444.746,722.0,0.0,-585.0
444.87,885.0,17.0,-350.0
445.134,914.0,40.0,-330.0
445.257,792.0,12.0,-530.0
445.382,558.0,5.0,-756.0
445.506,256.0,-24.0,-916.0
445.63,18.0,-22.0,-1004.0
446.173,-53.0,-56.0,-1012.0
446.298,90.0,-65.0,-985.0
446.422,316.0,-54.0,-890.0
446.545,588.0,-58.0,-724.0
446.669,822.0,-32.0,-486.0
446.793,968.0,-8.0,-281.0
446.917,988.0,10.0,-217.0
447.046,909.0,8.0,-334.0
447.169,730.0,0.0,-581.0
447.293,460.0,-16.0,-894.0
447.417,168.0,-26.0,-1038.0
447.541,-21.0,-46.0,-1096.0
448.226,28.0,33.0,-1018.0
448.35,222.0,37.0,-956.0
448.473,510.0,26.0,-778.0
448.597,757.0,34.0,-566.0
448.722,908.0,38.0,-365.0
448.985,880.0,28.0,-392.0
449.11,720.0,40.0,-636.0
449.238,410.0,37.0,-865.0
449.361,74.0,60.0,-977.0
449.486,-124.0,26.0,-1004.0
449.889,-102.0,9.0,-1025.0
450.013,-1.0,9.0,-1012.0
450.137,196.0,-9.0,-961.0
450.261,454.0,-18.0,-840.0
450.386,721.0,-6.0,-661.0
450.51,874.0,12.0,-492.0
450.633,940.0,24.0,-385.0
450.897,825.0,45.0,-445.0
451.021,665.0,61.0,-664.0
451.149,366.0,64.0,-862.0
451.273,112.0,57.0,-1010.0
451.397,-85.0,52.0,-1028.0
451.941,-13.0,58.0,-996.0
452.065,192.0,88.0,-929.0
452.19,493.0,112.0,-804.0
452.313,712.0,100.0,-658.0
452.437,844.0,84.0,-522.0
452.702,884.0,64.0,-432.0
452.825,817.0,61.0,-564.0
452.95,634.0,80.0,-725.0
453.073,362.0,92.0,-902.0
453.197,60.0,76.0,-978.0
453.322,-104.0,20.0,-1022.0
453.446,-136.0,-58.0,-1029.0
453.85,-44.0,-68.0,-1032.0
453.974,154.0,-68.0,-978.0
454.097,429.0,-42.0,-861.0
454.221,674.0,9.0,-660.0
454.346,845.0,45.0,-453.0
454.614,888.0,18.0,-417.0
454.733,736.0,5.0,-598.0
454.857,490.0,10.0,-804.0
454.982,209.0,24.0,-938.0
455.106,34.0,29.0,-1017.0
455.774,45.0,2.0,-1049.0
455.897,234.0,-36.0,-980.0
456.021,490.0,-40.0,-810.0
456.146,741.0,-13.0,-537.0
456.269,884.0,32.0,-313.0
456.533,922.0,20.0,-252.0
456.657,861.0,-4.0,-417.0
456.781,713.0,-30.0,-612.0
456.906,477.0,-38.0,-813.0
457.029,208.0,-56.0,-952.0
457.154,16.0,-68.0,-1020.0
457.697,-58.0,-77.0,-1014.0
457.822,-34.0,-38.0,-1013.0
457.945,49.0,37.0,-1058.0
458.069,222.0,74.0,-1008.0
458.193,454.0,89.0,-880.0
458.317,708.0,74.0,-648.0
458.441,842.0,66.0,-496.0
458.565,886.0,74.0,-474.0
458.69,805.0,50.0,-572.0
458.813,678.0,24.0,-714.0
458.937,446.0,-9.0,-848.0
459.061,148.0,-13.0,-953.0
459.729,-54.0,-25.0,-1037.0
459.853,22.0,-52.0,-1024.0
459.977,184.0,-45.0,-973.0
460.101,432.0,-58.0,-868.0
460.225,666.0,-36.0,-702.0
460.351,822.0,-21.0,-534.0
460.473,880.0,10.0,-426.0
460.737,848.0,-1.0,-488.0
460.861,718.0,-33.0,-642.0
460.985,493.0,-44.0,-821.0
461.109,262.0,-33.0,-934.0
461.233,105.0,-36.0,-1008.0
461.777,17.0,-46.0,-997.0
461.901,161.0,-16.0,-985.0
462.302,400.0,8.0,-889.0
462.304,665.0,45.0,-741.0
462.304,838.0,54.0,-510.0
462.397,921.0,62.0,-354.0
462.521,953.0,61.0,-313.0
462.645,914.0,70.0,-412.0
462.769,773.0,70.0,-590.0
462.894,556.0,34.0,-786.0
463.017,248.0,-10.0,-918.0
463.142,36.0,-49.0,-1004.0
463.949,21.0,-16.0,-1000.0
464.073,237.0,-21.0,-922.0
464.197,566.0,-30.0,-765.0
464.322,788.0,18.0,-572.0
464.445,902.0,41.0,-410.0
464.569,913.0,48.0,-362.0
464.693,872.0,4.0,-453.0
464.817,741.0,-18.0,-629.0
464.941,512.0,-21.0,-796.0
465.065,189.0,-14.0,-933.0
465.189,-20.0,-33.0,-998.0
465.873,5.0,17.0,-1038.0
465.997,160.0,64.0,-1021.0
466.121,388.0,104.0,-926.0
466.245,632.0,98.0,-753.0
466.369,805.0,86.0,-540.0
466.493,901.0,73.0,-382.0
466.618,910.0,74.0,-349.0
466.741,870.0,80.0,-432.0
466.865,762.0,77.0,-604.0
466.989,602.0,64.0,-765.0
