time,ax,ay,az
565.515,-62,897,120
565.643,-80,934,162
565.907,-64,950,186
566.031,-45,865,128
566.155,-22,790,-114
566.279,-41,686,-429
566.403,-57,608,-772
566.527,-58,426,-1008
566.651,-30,269,-1121
566.775,-18,100,-1180
566.899,-53,0,-1201
567.023,-21,-42,-1124
567.147,12,-46,-1096
568.375,-32,4,-1049
568.499,-21,53,-1166
568.623,5,254,-1290
568.747,-1,465,-1252
568.872,-41,669,-969
568.995,-73,750,-538
569.119,-80,782,-209
569.243,-64,832,45
569.367,-74,886,160
569.631,-76,888,209
569.755,-81,842,50
569.881,-76,788,-146
570.007,-162,713,-452
570.131,-166,489,-781
570.255,-160,276,-1102
570.379,-90,78,-1253
570.503,-78,18,-1142
570.627,-54,-29,-1072
570.751,-4,-68,-1036
571.015,54,-73,-1057
571.543,-38,90,-1065
571.667,-56,180,-1094
571.791,-90,372,-1204
571.915,-94,509,-1132
572.039,-92,644,-878
572.163,-50,672,-476
572.287,-37,753,-109
572.411,-30,812,108
572.536,-50,869,280
572.659,-57,897,316
572.783,-62,901,265
572.907,-57,830,114
573.031,-40,860,-60
573.155,-34,910,-298
573.279,-45,909,-514
573.403,-78,697,-794
573.527,-104,294,-1010
573.651,-97,58,-1113
573.775,-97,-85,-1128
573.903,-14,-110,-1098
574.027,-2,-105,-1090
574.151,22,-108,-1045
574.275,-25,-22,-1005
574.539,-10,1,-1069
574.663,-21,54,-1184
574.787,-72,272,-1210
574.911,-122,544,-1016
575.035,-124,780,-637
575.159,-90,832,-316
575.283,-82,822,-97
575.407,-92,796,26
575.531,-96,845,156
575.655,-102,909,228
575.919,-80,902,146
576.043,-58,841,-30
576.167,-25,733,-312
576.291,1,564,-632
576.415,16,349,-962
576.539,41,138,-1121
576.663,8,29,-1173
576.787,-10,-30,-1148
576.911,-16,-61,-1126
577.035,-5,-73,-1084
577.439,13,-49,-1064
577.563,-29,76,-1262
577.687,-173,372,-1304
577.815,-252,618,-1050
577.939,-302,781,-668
578.063,-201,772,-314
578.187,-140,800,-125
578.311,-80,857,81
578.435,-60,913,160
578.559,-37,965,130
578.683,-20,988,66
578.807,-8,938,4
578.931,-4,881,-93
579.055,-41,838,-308
579.183,0,714,-541
579.307,-1,476,-870
579.431,69,126,-1049
579.555,25,-24,-1182
579.679,29,-104,-1109
579.803,-20,-84,-1065
579.927,-25,-105,-1038
580.051,-24,-110,-1040
580.755,-10,26,-1178
580.859,-24,182,-1250
580.983,-41,360,-1258
581.107,-30,493,-946
581.231,-14,596,-645
581.355,0,702,-296
581.479,-38,846,-121
581.603,-70,938,44
582.271,-54,956,108
582.395,-48,920,49
582.519,-36,789,-145
582.643,-37,669,-425
582.767,-61,554,-714
582.891,-32,433,-929
583.015,-21,305,-1072
583.139,-25,173,-1170
583.403,-61,98,-1154
583.527,-6,62,-1084
583.651,30,38,-1030
584.055,-40,124,-1190
584.179,-78,301,-1309
584.303,-90,476,-1284
584.427,-45,581,-952
584.551,-30,638,-550
584.675,-37,710,-201
584.799,-64,822,5
584.923,-76,909,101
585.047,-94,977,105
585.311,-86,957,34
585.435,-54,869,-96
585.559,-42,742,-364
585.683,9,620,-626
585.806,32,441,-880
585.935,81,220,-1006
586.059,65,13,-1177
586.183,62,-53,-1154
586.307,32,-20,-1136
586.991,17,73,-1092
587.115,-53,282,-1216
587.239,-65,460,-1166
587.363,-64,632,-888
587.487,-10,657,-456
587.611,-41,758,-172
587.735,-78,833,-40
587.859,-105,924,-1
588.123,-82,988,8
588.247,-81,994,36
588.651,-72,1001,45
588.774,-34,925,-64
588.899,-17,817,-306
589.023,58,618,-550
589.147,52,386,-805
589.271,66,212,-938
589.395,32,106,-1038
589.518,38,53,-1064
589.643,37,-14,-1081
589.767,61,-28,-1088
589.891,50,6,-1094
590.139,-20,100,-1058
590.263,-50,121,-1028
590.387,-46,101,-1006
590.931,5,120,-1037
591.055,10,240,-1238
591.179,34,409,-1260
591.303,13,548,-1106
591.427,-6,649,-645
591.551,-34,726,-321
591.675,-45,778,-126
591.799,-44,861,-81
591.922,-50,944,-30
592.187,-29,1010,22
592.45,-14,957,36
592.575,-20,972,20
592.699,-56,980,-157
592.823,-100,926,-370
592.947,-104,729,-646
593.071,-110,505,-854
593.195,-98,362,-1036
593.319,-106,282,-1144
593.442,-121,232,-1184
593.567,-152,156,-1164
593.691,-149,84,-1138
593.815,-88,5,-1084
593.939,-32,-54,-1045
594.327,-12,-42,-1082
594.45,-28,-8,-1130
594.574,-24,62,-1184
594.699,-38,198,-1186
594.823,-49,396,-1084
594.947,-72,608,-793
595.071,-100,714,-453
595.195,-56,777,-102
595.319,-58,861,62
595.443,-40,985,162
595.567,-44,1014,160
595.971,-30,1012,142
596.095,-14,1008,82
596.219,-10,906,-88
596.343,-12,778,-386
596.467,2,601,-624
596.591,-8,425,-832
596.715,-49,277,-917
596.838,-73,149,-1128
596.962,-64,86,-1190
597.087,-13,10,-1186
597.21,-2,-37,-1074
597.334,-1,-24,-1061
597.459,-17,40,-1116
597.582,-30,213,-1194
597.706,-50,434,-1117
597.831,-89,664,-846
597.955,-108,764,-465
598.082,-114,774,-142
598.207,-101,781,52
598.331,-98,858,176
598.595,-88,945,156
598.718,-66,862,-52
598.843,-49,764,-352
598.966,-4,644,-654
599.091,-4,562,-862
599.216,21,394,-972
599.339,4,216,-1078
599.462,26,4,-1098
599.586,21,-117,-1105
599.99,21,-126,-1109
600.114,17,86,-1186
600.238,8,406,-1126
600.362,-26,677,-790
600.486,-64,758,-337
600.611,-108,777,24
600.734,-113,830,197
600.858,-112,913,234
600.982,-84,978,204
601.247,-38,962,142
601.37,-33,872,89
601.494,-32,826,-52
601.619,-24,809,-380
601.743,-28,686,-700
601.866,-8,442,-874
601.993,-6,150,-988
602.118,-2,-28,-1048
602.242,-34,-113,-1129
602.367,-46,-133,-1070
602.63,-33,-142,-1034
602.754,-38,-121,-1150
602.878,-40,-26,-1312
603.003,-18,198,-1248
603.126,2,442,-929
603.25,1,668,-448
603.375,-41,758,-80
603.499,-74,806,145
603.622,-90,822,265
603.746,-88,865,282
604.011,-96,946,248
604.134,-80,917,168
604.259,-61,914,61
604.382,-9,868,-32
604.506,-66,810,-109
604.63,-126,689,-428
604.755,-188,534,-685
604.878,-145,273,-1014
605.002,-92,85,-1108
605.13,-64,-54,-1216
605.254,-60,-40,-1157
605.378,-56,-72,-1080
606.045,-1,5,-1132
606.171,-4,168,-1242
606.294,-24,420,-1160
606.418,-48,648,-877
606.542,-68,757,-534
606.666,-88,805,-272
606.791,-96,826,-76
606.914,-85,869,150
607.038,-66,892,276
607.442,-80,945,293
607.566,-81,908,264
607.83,-96,841,140
607.955,-92,838,-157
608.079,-81,793,-493
608.203,-54,668,-850
608.326,-66,442,-1089
608.451,-64,172,-1222
608.574,-77,-61,-1172
608.839,-32,-166,-1061
608.962,-20,-117,-1064
609.226,-24,-17,-1094
609.35,-33,77,-1270
609.474,-48,245,-1326
609.599,-56,444,-1085
609.722,-57,612,-617
609.847,-50,736,-209
609.97,-44,805,24
610.098,-50,848,157
610.222,-64,877,272
610.486,-52,900,257
610.611,-53,885,136
610.734,-68,848,-64
610.858,-86,798,-317
610.983,-54,621,-628
611.106,-58,429,-868
611.23,-64,286,-1061
611.354,-73,157,-1130
611.479,-40,62,-1149
611.743,-4,-84,-1057
612.146,-20,-17,-1176
612.271,-25,82,-1296
612.395,-10,274,-1241
612.518,-26,497,-893
612.642,-69,672,-442
612.767,-117,765,-101
612.89,-117,832,90
613.014,-104,877,224
613.139,-84,917,293
613.402,-68,866,304
613.526,-65,846,194
613.65,-54,876,21
613.774,-60,865,-220
613.898,-61,701,-485
614.025,-77,464,-805
614.15,-69,284,-1049
614.274,-66,173,-1146
614.398,-58,66,-1130
614.522,-53,-28,-1090
614.786,-22,-64,-1076
615.19,-60,53,-1234
615.314,-85,154,-1237
615.438,-105,381,-1086
615.562,-110,577,-654
615.687,-100,752,-334
615.81,-90,829,-78
615.934,-76,861,124
616.058,-89,890,256
616.182,-97,906,329
616.446,-85,902,333
616.57,-69,852,241
616.694,-56,816,37
616.818,-50,748,-276
616.942,-77,658,-632
617.066,-104,470,-969
617.19,-130,346,-1130
617.315,-105,150,-1186
617.438,-81,28,-1118
617.563,-41,-108,-1112
617.687,-20,-106,-1069
617.81,1,-92,-1048
618.058,-10,-40,-1040
618.182,-12,36,-1190
618.306,-5,214,-1220
618.43,4,472,-1048
618.554,-36,680,-633
618.678,-82,780,-241
618.803,-132,814,4
618.926,-121,832,144
619.05,-98,881,206
619.174,-65,906,282
619.438,-56,917,332
619.562,-53,840,258
619.686,-74,812,153
619.81,-94,838,-92
619.935,-118,844,-376
620.058,-148,701,-709
620.182,-154,470,-980
620.306,-144,220,-1158
620.43,-85,28,-1208
620.554,-57,-65,-1138
621.098,-46,-4,-1192
621.222,-48,88,-1278
621.346,-48,298,-1230
621.474,-42,550,-820
621.598,-25,754,-432
621.722,-22,854,-118
621.847,-28,882,18
621.973,-34,921,141
622.098,-41,941,212
622.222,-45,952,276
622.486,-58,910,298
622.61,-56,894,200
622.734,-56,844,-25
622.858,-74,768,-324
622.982,-89,614,-757
623.106,-145,334,-792
623.23,-138,170,-1008
623.355,-140,33,-930
623.479,-96,53,-1125
623.743,-37,-44,-1054
623.866,17,-44,-1045
624.41,-12,-26,-1084
624.534,-28,57,-1233
624.659,-2,218,-1318
624.782,-2,476,-1153
624.906,-20,669,-730
625.03,-72,800,-261
625.154,-98,804,32
625.278,-102,818,216
625.402,-89,861,292
625.806,-42,890,326
625.93,-26,829,256
626.056,-13,798,65
626.203,-46,764,-288
626.306,-101,701,-614
626.43,-132,416,-836
626.554,-125,197,-1016
626.678,-78,-13,-1108
626.802,-40,-9,-1176
626.926,-16,-49,-1072
627.33,-12,-20,-1088
627.454,12,93,-1192
627.578,52,236,-1182
627.702,44,466,-1001
627.826,5,640,-626
627.95,-40,800,-284
628.074,-48,864,8
628.198,-52,870,166
628.462,-76,886,269
628.586,-86,940,262
628.85,-80,953,240
628.975,-45,881,194
629.098,-22,856,93
629.222,-17,853,-114
629.346,-38,818,-385
629.47,-48,617,-766
629.594,-58,297,-1034
629.718,-58,46,-1184
629.842,-56,-101,-1132
629.966,-41,-130,-1112
630.094,-24,-162,-1060
630.218,-21,-148,-1033
630.342,-18,-102,-1004
630.606,-24,2,-1094
630.73,-18,46,-1210
630.854,6,217,-1252
630.978,29,384,-1060
631.102,-22,582,-665
631.226,-82,684,-270
631.35,-117,788,-33
631.474,-77,882,64
631.598,-54,940,118
631.862,-37,905,94
631.986,-61,837,-61
632.11,-97,736,-374
632.234,-73,605,-665
632.358,-49,424,-954
632.482,-37,269,-1116
632.606,-49,129,-1188
632.73,-50,65,-1173
632.855,-22,-2,-1113
632.978,-13,-38,-1077
633.242,-26,-46,-1057
633.366,-30,10,-1208
633.49,-5,148,-1258
633.614,12,393,-1196
633.738,-8,612,-858
633.862,-70,754,-485
633.99,-92,792,-108
634.114,-98,840,137
634.238,-61,889,228
634.502,-41,936,213
634.626,-50,924,114
634.75,-62,908,-54
634.874,-98,873,-326
634.998,-113,742,-601
635.122,-108,498,-882
635.246,-100,284,-929
635.37,-136,125,-960
635.494,-196,97,-940
635.618,-229,44,-984
635.742,-206,37,-986
635.866,-133,28,-985
635.99,-62,44,-1014
636.114,6,17,-1053
636.238,-8,-16,-993
636.362,-10,54,-1126
636.486,-72,228,-1225
636.611,-10,440,-1256
636.734,29,600,-948
636.858,60,698,-585
636.982,1,777,-340
637.106,-68,865,-218
637.234,-64,892,-106
637.358,-57,930,6
637.482,-42,921,97
637.606,-56,962,104
637.855,-68,964,5
637.979,-66,888,-128
638.102,-82,777,-396
638.226,-94,557,-701
638.35,-121,332,-977
638.475,-114,69,-1116
638.598,-82,-94,-1128
638.722,-42,-200,-1057
638.846,-46,-238,-1041
639.39,-120,-145,-1124
639.514,-128,-2,-1152
639.639,-161,282,-1074
639.762,-158,586,-790
639.886,-169,816,-438
640.01,-185,892,-109
640.134,-180,882,128
640.258,-158,892,252
640.522,-84,930,273
640.646,-60,909,185
640.77,-50,893,-5
640.894,-44,774,-334
641.018,-29,634,-681
641.142,-17,332,-993
641.266,-13,218,-1137
641.53,-20,52,-1168
641.654,-22,-73,-1097
641.78,-50,-102,-980
641.906,-14,-110,-950
642.03,89,-68,-1025
642.154,138,-64,-1070
642.278,137,-32,-1069
642.402,76,-40,-1024
0.0,-88,13,-282
0.142,-117,4,-653
0.266,-146,-17,-989
0.39,-89,-61,-1032
0.655,-48,-80,-1004
0.918,-90,-62,-1026
1.043,-76,65,-1125
1.166,-64,226,-1176
1.29,-48,465,-1080
1.414,-164,568,-808
1.538,-216,730,-461
1.662,-224,820,-265
1.934,-181,937,-172
2.051,-218,834,-241
2.178,-238,668,-441
2.302,-270,374,-761
2.426,-266,134,-1062
2.55,-320,-96,-1185
2.675,-330,-153,-1144
2.798,-337,-130,-1065
2.922,-257,64,-1014
3.046,-222,306,-984
3.17,-164,573,-908
3.294,-158,729,-728
3.418,-120,838,-489
3.543,-141,882,-288
3.666,-160,920,-194
3.93,-161,861,-300
4.054,-128,720,-544
4.178,-180,509,-913
4.302,-185,301,-1021
4.426,-232,121,-1061
4.55,-180,29,-966
4.675,-221,-45,-982
4.923,-176,-17,-1070
5.046,-26,184,-1154
5.17,22,481,-966
5.294,24,756,-562
5.418,-57,881,-105
5.542,-25,313,32
5.666,-2,625,60
5.79,13,944,69
5.918,18,932,42
6.043,-2,953,-21
6.166,5,812,-261
6.29,25,656,-577
6.414,14,381,-938
6.538,-20,146,-1080
6.662,-40,-62,-1134
6.786,-53,-189,-1078
6.911,-66,-185,-1081
7.034,-73,-101,-1122
7.158,-108,189,-1022
7.282,-142,514,-764
7.406,-158,840,-386
7.53,-85,940,-132
7.654,-44,989,34
7.918,-52,978,105
8.043,-42,948,-17
8.166,-9,797,-256
8.29,36,514,-620
8.414,70,136,-908
8.538,108,-152,-1058
8.662,136,-308,-1029
8.786,134,-308,-989
8.91,86,-260,-1001
9.034,56,-92,-1057
9.162,14,210,-1010
9.282,6,545,-796
9.406,4,798,-432
9.531,29,892,-100
9.657,25,932,124
9.922,-38,970,222
10.046,-18,894,73
10.17,46,664,-249
10.294,126,309,-717
10.418,121,-36,-1029
10.542,82,-250,-1117
10.666,48,-333,-1041
10.93,16,-274,-1053
11.054,-24,-65,-1098
11.178,-68,300,-981
11.302,-89,660,-613
11.426,-100,865,-173
11.55,-78,896,130
11.814,-56,934,221
11.938,-74,960,114
12.062,-22,806,-141
12.186,10,552,-496
12.31,88,134,-890
12.434,78,-173,-1065
12.558,66,-348,-1097
12.682,24,-358,-1013
12.806,-32,-302,-1008
12.93,-53,-249,-1058
13.054,-96,-66,-1114
13.178,-122,228,-1004
13.302,-106,529,-765
13.426,-56,749,-386
13.553,-20,865,-90
13.678,-26,944,110
13.802,-68,981,114
13.926,-52,912,-50
14.05,46,697,-392
14.174,150,433,-705
14.298,193,181,-922
14.422,121,33,-990
14.546,29,-64,-1069
14.67,-32,-101,-1081
15.058,-88,-36,-1069
15.182,-140,109,-1084
15.306,-204,369,-1001
15.43,-250,614,-798
15.554,-201,788,-540
15.679,-130,870,-310
15.802,-62,937,-137
15.926,-34,988,-20
16.05,-33,1020,49
16.175,-42,1013,88
16.439,-72,906,-54
16.564,-30,645,-393
16.686,-8,333,-762
16.81,22,46,-1024
16.934,20,-74,-1126
17.058,10,-118,-1161
17.182,-16,-74,-1088
17.306,-45,-33,-1054
17.433,-70,30,-1106
17.558,-80,190,-1110
17.682,-97,450,-942
17.806,-73,709,-622
17.93,-58,862,-285
18.054,-32,933,-21
18.319,-50,996,140
18.442,-41,938,-40
18.566,2,741,-338
18.69,57,404,-666
18.814,80,41,-913
18.938,105,-222,-1050
19.062,129,-346,-1093
19.186,160,-340,-1034
19.31,152,-292,-989
19.435,192,-308,-1328
19.559,52,-50,-1354
19.684,64,188,-1173
19.807,-17,573,-597
19.93,41,734,-290
20.054,-68,921,-128
20.178,-133,996,-68
20.302,-157,1008,-94
20.426,-138,928,-233
20.551,-44,672,-520
20.675,40,292,-816
20.798,117,-60,-1054
20.922,100,-226,-1101
21.047,74,-244,-1136
21.17,46,-205,-1154
21.298,-12,101,-1056
21.422,-5,406,-840
21.546,-32,770,-478
21.67,-5,877,-229
21.794,-20,953,-66
21.918,4,892,-117
22.042,8,700,-360
22.166,8,452,-656
22.29,28,141,-937
22.414,92,-138,-1012
22.538,125,-297,-1038
22.662,130,-332,-970
22.786,62,-249,-980
22.911,18,-213,-1089
23.034,4,-65,-1100
23.158,24,176,-966
23.282,77,501,-621
23.406,140,733,-329
23.534,152,898,-109
23.658,137,976,-57
23.782,89,853,-229
23.906,96,546,-521
24.03,25,128,-900
24.154,-10,-106,-1076
24.278,-52,-214,-1141
24.402,-10,-192,-1029
24.666,-57,-129,-1078
24.79,-60,4,-1200
24.914,-18,230,-1037
25.041,56,557,-670
25.166,69,794,-294
25.29,54,944,-169
25.554,73,962,-166
25.678,136,773,-361
25.802,185,386,-601
25.926,161,-66,-904
26.05,82,-349,-993
26.174,9,-425,-1018
26.438,-20,-338,-1013
26.562,10,-280,-1097
26.686,-24,17,-1038
26.81,-61,376,-818
26.934,-88,756,-454
27.058,-32,909,-152
27.182,25,988,38
27.306,34,1013,94
27.431,18,1008,36
27.554,-8,932,-112
27.678,-17,690,-408
27.802,-33,316,-760
27.926,-38,-24,-1020
28.05,-24,-208,-1081
28.174,-5,-240,-1053
28.298,8,-210,-1005
28.422,-1,-181,-1044
28.546,-16,-86,-1106
28.67,-57,181,-1030
28.794,-77,498,-770
28.922,-94,801,-377
29.046,-80,922,-129
29.45,-74,1014,-50
29.574,-26,900,-201
29.7,-29,732,-484
29.822,-13,429,-777
29.946,-25,104,-972
30.07,8,-166,-1048
30.194,10,-252,-1050
30.318,8,-216,-1017
30.442,-2,-161,-982
30.566,-9,-138,-1029
30.689,-21,-61,-1066
30.814,-40,148,-1045
30.938,-25,460,-821
31.062,-32,777,-450
31.186,-4,929,-97
31.449,-1,982,68
31.573,-12,976,-12
31.698,-37,925,-180
31.822,-30,745,-465
31.946,-34,448,-822
32.07,26,88,-1014
32.334,45,-162,-1018
32.458,9,-98,-1010
32.582,1,-68,-1022
32.706,2,-40,-1120
32.834,-58,189,-1096
32.959,-72,470,-876
33.082,-64,773,-492
33.206,21,878,-226
33.33,45,953,-142
33.594,12,970,-165
33.718,-28,848,-277
33.842,-89,636,-562
33.966,-118,254,-862
34.09,-104,-2,-1040
34.213,-81,-153,-1040
34.618,-86,-74,-1032
34.742,-84,-28,-1094
34.865,-78,126,-1076
34.991,-69,388,-913
35.114,-29,654,-602
35.238,-8,849,-373
35.362,20,938,-269
35.766,44,817,-417
35.89,40,505,-600
36.014,50,81,-886
36.138,36,-189,-1004
36.261,37,-278,-1049
36.386,17,-234,-1016
36.51,28,-108,-1025
36.633,10,145,-1009
36.758,-24,477,-868
36.886,-72,793,-542
37.009,-46,926,-233
37.133,-24,996,-13
37.537,-26,997,30
37.661,-48,894,-166
37.786,-70,656,-534
37.91,-13,256,-888
38.034,30,-66,-1057
38.157,58,-228,-1044
38.702,1,-140,-1049
38.826,8,16,-992
38.95,-26,330,-805
39.074,-20,685,-481
39.199,-18,902,-217
39.322,4,973,-84
39.446,-16,1001,-81
39.57,-57,1006,-173
39.694,-48,904,-322
39.818,-40,700,-570
39.942,-5,378,-857
40.066,24,109,-1032
40.191,42,-56,-1093
40.314,44,-90,-1038
40.718,12,-81,-1070
40.841,25,25,-1053
40.969,-42,325,-888
41.093,-94,666,-560
41.217,-154,926,-277
41.621,-102,989,-228
41.745,-73,858,-425
41.87,-28,634,-672
41.994,-20,412,-852
42.118,-13,194,-933
42.244,-38,42,-1016
42.365,-53,-54,-1012
42.49,-89,-84,-1033
42.754,-100,-101,-1024
42.877,-113,21,-1037
43.002,-130,276,-964
43.126,-176,620,-738
43.25,-158,842,-452
43.373,-109,934,-226
43.498,-34,954,-125
43.621,-10,1000,-136
43.746,10,997,-177
43.87,25,902,-292
43.994,16,678,-516
44.118,-2,392,-780
44.242,0,112,-986
44.366,49,-54,-1044
44.489,50,-117,-1042
44.753,-24,-112,-1028
45.002,-26,9,-1009
45.126,-28,268,-880
45.25,-29,598,-642
45.373,-22,858,-421
45.497,-8,986,-230
45.766,-52,1033,-168
45.886,-56,949,-284
46.01,13,734,-498
46.133,40,452,-790
46.258,34,212,-976
46.382,-1,-1,-1056
46.505,0,-128,-1020
46.91,25,-258,-990
47.033,40,-265,-1042
47.157,49,-172,-1073
47.281,65,92,-993
47.405,58,462,-765
47.53,58,761,-497
47.653,26,925,-306
47.918,5,954,-260
48.044,20,774,-464
48.166,64,469,-677
48.289,92,116,-925
48.413,93,-120,-974
48.538,65,-234,-1020
48.941,28,-266,-1050
49.069,8,-197,-1085
49.195,-20,18,-1030
49.32,-38,390,-792
49.441,-34,721,-500
49.565,-16,910,-312
49.969,44,854,-413
50.093,68,564,-645
50.218,56,190,-892
50.341,-6,-84,-1034
50.886,-25,-201,-1069
51.009,12,-66,-1026
51.134,-38,229,-890
51.257,-84,610,-572
51.382,-109,893,-324
51.786,-41,996,-198
51.91,-25,914,-297
52.034,2,690,-508
52.157,-38,398,-813
52.282,-57,104,-997
52.405,-85,-72,-1057
52.949,-85,-152,-1033
53.073,-66,-144,-1076
53.199,-69,54,-1002
53.326,-82,393,-777
53.449,-82,753,-465
53.573,-54,941,-272
53.697,-37,996,-229
53.962,-4,889,-325
54.085,37,666,-544
54.21,86,366,-817
54.333,101,70,-1038
54.458,98,-118,-1061
54.581,97,-220,-1021
54.986,41,-190,-1057
55.11,17,-101,-1098
55.233,-1,136,-993
55.357,34,474,-712
55.481,74,773,-392
55.606,89,942,-200
55.73,53,1020,-110
55.854,25,1030,-120
55.977,17,880,-298
56.102,5,617,-596
56.225,-34,301,-904
56.349,-52,70,-1032
56.474,-50,-90,-1048
57.017,25,-214,-990
57.141,48,-218,-1037
57.265,52,-90,-1034
57.393,18,209,-920
57.518,-38,608,-630
57.641,-84,890,-380
58.045,-52,881,-368
58.169,-68,686,-621
58.294,13,341,-844
58.417,72,66,-982
58.541,153,-129,-973
59.225,98,-96,-1005
59.349,57,90,-1018
59.474,-32,421,-862
59.598,-92,744,-585
59.722,-77,925,-285
59.845,-28,994,-141
60.249,-62,976,-274
60.373,-37,737,-541
60.497,-6,428,-838
60.621,66,86,-1005
60.745,68,-57,-1042
61.569,72,-112,-1013
61.696,92,-12,-1030
61.821,101,196,-944
61.945,65,532,-706
62.07,16,805,-418
62.195,-24,989,-234
62.598,-36,1029,-218
62.722,-21,945,-316
62.845,20,728,-514
62.969,93,398,-786
63.093,126,113,-965
63.217,112,-58,-1049
63.761,17,-65,-1012
63.885,30,-65,-1081
64.009,24,192,-968
64.133,17,521,-698
64.257,14,845,-325
64.381,18,956,-80
64.505,29,1005,24
64.77,2,1020,21
64.893,-14,964,-121
65.017,-57,860,-378
65.142,-105,678,-722
65.265,-38,373,-929
65.389,36,129,-1002
65.514,116,-28,-1010
65.901,80,-25,-1012
66.025,18,116,-989
66.15,-6,308,-898
66.273,12,590,-656
66.398,-6,846,-369
66.522,-30,1017,-161
66.646,-33,1057,-100
66.77,12,1022,-140
67.033,25,972,-216
67.159,12,828,-428
67.282,58,529,-713
67.405,158,206,-958
67.529,249,17,-994
68.073,268,96,-934
68.197,210,292,-906
68.323,128,576,-774
68.446,58,828,-558
68.569,8,976,-289
68.693,-28,1029,-137
68.817,-46,1044,-113
68.941,-34,1037,-180
69.065,14,965,-277
69.189,105,736,-501
69.313,222,364,-757
69.438,301,-18,-932
69.561,304,-213,-958
69.685,258,-234,-933
70.354,74,-104,-1032
70.477,44,-9,-1025
70.602,-14,241,-914
70.725,-25,570,-689
70.849,-41,822,-464
70.973,-52,949,-346
71.237,-54,857,-465
71.362,-17,576,-678
71.486,25,214,-910
71.609,65,-41,-993
72.433,50,-113,-1026
72.557,57,8,-1013
72.681,24,254,-920
72.805,-1,521,-738
72.93,-54,760,-560
73.053,-73,877,-453
73.457,-58,825,-540
73.581,0,585,-708
73.705,73,273,-881
73.829,128,4,-980
73.953,144,-125,-982
74.481,132,-88,-993
74.605,89,113,-974
74.729,4,401,-892
74.853,-53,653,-720
74.977,-74,820,-557
75.101,-57,905,-432
75.505,-61,942,-449
75.629,-25,808,-552
75.753,49,593,-713
75.878,118,324,-850
76.001,160,114,-950
76.125,170,-50,-982
76.669,134,4,-1009
76.793,93,224,-961
76.918,24,502,-850
77.042,-25,700,-694
77.166,-64,853,-528
77.289,-82,938,-382
77.693,-80,973,-366
77.817,-22,864,-526
77.941,66,653,-752
78.065,118,342,-866
78.189,162,-8,-942
78.313,178,-214,-926
78.441,193,-270,-942
78.565,153,-197,-956
78.689,94,-141,-988
78.813,56,-65,-1024
78.937,21,185,-962
79.062,-4,474,-832
79.185,-24,761,-610
79.309,-28,885,-434
79.573,-44,946,-345
79.697,-64,849,-486
79.821,-58,625,-702
79.945,-38,353,-922
80.069,0,122,-1029
80.194,49,-9,-1017
80.317,82,-54,-988
80.581,81,-73,-994
80.705,45,-41,-1029
80.829,-16,141,-1001
80.953,-66,420,-862
81.077,-94,712,-669
81.201,-82,872,-501
81.466,-68,958,-408
81.589,-85,920,-444
81.714,-92,776,-610
81.837,-45,514,-786
81.962,8,241,-954
82.085,46,46,-992
82.209,34,-54,-1004
82.737,12,5,-993
82.861,-22,226,-948
82.985,-64,509,-817
83.109,-96,750,-660
83.233,-98,858,-542
83.497,-85,898,-553
83.622,-58,794,-641
83.745,-1,590,-781
83.869,44,349,-896
83.993,74,160,-976
84.117,78,61,-993
84.801,68,53,-1005
84.925,-34,214,-984
85.051,-114,454,-866
85.174,-141,710,-692
85.298,-84,840,-524
85.701,-57,928,-442
85.825,-53,796,-546
85.949,-42,537,-737
86.073,-30,218,-933
86.198,-14,-29,-1026
86.321,16,-148,-1021
86.969,10,-121,-1052
87.093,-18,56,-1021
87.217,-52,376,-852
87.341,-74,729,-598
87.465,-68,913,-422
87.729,-52,909,-416
87.853,-70,741,-576
87.977,-48,420,-780
88.101,-32,104,-960
88.225,2,-98,-1018
88.909,-21,-126,-1006
89.173,-34,105,-974
89.298,-58,430,-764
89.421,-89,788,-500
89.545,-92,964,-325
89.809,-46,973,-302
89.933,-40,848,-434
90.057,-14,608,-650
90.181,33,277,-878
90.305,62,5,-1024
90.569,46,-156,-1029
90.973,41,-104,-1005
91.105,14,112,-976
91.229,-2,389,-889
91.353,-16,682,-728
91.477,-20,809,-585
92.021,-8,881,-493
92.145,1,769,-593
92.27,37,548,-740
92.393,93,278,-889
92.517,132,30,-954
92.641,162,-166,-978
93.045,126,-118,-977
93.169,84,141,-908
93.293,10,488,-770
93.417,-32,765,-593
93.541,-46,897,-472
94.085,-24,846,-524
94.209,13,641,-690
94.333,56,361,-865
94.458,93,112,-986
94.581,116,-50,-1008
95.125,114,12,-974
95.25,61,265,-909
95.376,9,596,-760
95.501,-14,808,-582
95.625,-8,904,-464
96.169,1,922,-430
96.294,17,770,-572
96.417,94,405,-770
96.541,156,46,-949
96.805,194,-186,-973
97.489,161,-66,-970
97.613,148,61,-974
97.737,97,318,-898
97.861,30,624,-710
97.985,-17,849,-497
98.109,-50,961,-358
98.638,-28,989,-328
98.764,-28,953,-389
98.885,-10,849,-537
99.009,33,636,-693
99.133,89,354,-872
99.257,132,125,-958
102.306,-22,106,-1004
102.43,-56,300,-940
102.553,-77,566,-805
102.677,-66,768,-614
102.802,-41,886,-476
103.346,-24,861,-506
103.469,-4,662,-669
103.593,68,318,-846
103.717,101,62,-969
103.841,109,-78,-997
104.105,36,-66,-993
104.649,-101,28,-980
